2e+20	2.42912912341e-44	2.42912912341e-44
2.099809981e+20	2.20369050679e-44	2.20369050679e-44
2.199619962e+20	2.00823849466e-44	2.00823849466e-44
2.29942994299e+20	1.83768143271e-44	1.83768143271e-44
2.39923992399e+20	1.6879642062e-44	1.6879642062e-44
2.49904990499e+20	1.5558249595e-44	1.5558249595e-44
2.59885988599e+20	1.43861591593e-44	1.43861591593e-44
2.69866986699e+20	1.33416969797e-44	1.33416969797e-44
2.79847984798e+20	1.24069840658e-44	1.24069840658e-44
2.89828982898e+20	1.15671659609e-44	1.15671659609e-44
2.99809980998e+20	1.08098189072e-44	1.08098189072e-44
3.09790979098e+20	1.01244877144e-44	1.01244877144e-44
3.19771977198e+20	9.50232297789e-45	9.50232297789e-45
3.29752975298e+20	8.9357939661e-45	8.9357939661e-45
3.39733973397e+20	8.41845966141e-45	8.41845966141e-45
3.49714971497e+20	7.94478487359e-45	7.94478487359e-45
3.59695969597e+20	7.50999156272e-45	7.50999156272e-45
3.69676967697e+20	7.10993787254e-45	7.10993787254e-45
3.79657965797e+20	6.74101912514e-45	6.74101912514e-45
3.89638963896e+20	6.40008633578e-45	6.40008633578e-45
3.99619961996e+20	6.08437879212e-45	6.08437879212e-45
4.09600960096e+20	5.79146799032e-45	5.79146799032e-45
4.19581958196e+20	5.51921079328e-45	5.51921079328e-45
4.29562956296e+20	5.26571011718e-45	5.26571011718e-45
4.39543954395e+20	5.02928179452e-45	5.02928179452e-45
4.49524952495e+20	4.80842652922e-45	4.80842652922e-45
4.59505950595e+20	4.60180606861e-45	4.60180606861e-45
4.69486948695e+20	4.40822288301e-45	4.40822288301e-45
4.79467946795e+20	4.22660277494e-45	4.22660277494e-45
4.89448944894e+20	4.05597994504e-45	4.05597994504e-45
4.99429942994e+20	3.89548412593e-45	3.89548412593e-45
5.09410941094e+20	3.74432946307e-45	3.74432946307e-45
5.19391939194e+20	3.60180487674e-45	3.60180487674e-45
5.29372937294e+20	3.46726568384e-45	3.46726568384e-45
5.39353935394e+20	3.34012629481e-45	3.34012629481e-45
