1e+18,247.958066044
6.00040004e+18,247.958066044
1.100080008e+19,247.958066044
1.600120012e+19,247.958066044
2.100160016e+19,247.958066044
2.60020002e+19,247.958066044
3.100240024e+19,247.958066044
3.600280028e+19,247.958066044
4.100320032e+19,247.958066044
4.600360036e+19,247.958066044
5.10040004e+19,247.958066044
5.600440044e+19,247.958066044
6.100480048e+19,247.958066044
6.60052005201e+19,247.958066044
7.10056005601e+19,247.958066044
7.60060006001e+19,247.958066044
8.10064006401e+19,247.958066044
8.60068006801e+19,247.958066044
9.10072007201e+19,247.958066044
9.60076007601e+19,247.958066044
1.010080008e+20,247.958066044
1.0600840084e+20,247.958066044
1.1100880088e+20,247.958066044
1.1600920092e+20,247.958066044
1.2100960096e+20,247.958066044
1.26010001e+20,247.958066044
1.3101040104e+20,247.958066044
1.3601080108e+20,247.958066044
1.4101120112e+20,247.958066044
1.4601160116e+20,247.958066044
1.510120012e+20,247.958066044
1.5601240124e+20,247.958066044
1.6101280128e+20,247.958066044
1.6601320132e+20,247.958066044
1.7101360136e+20,247.958066044
1.760140014e+20,247.958066044
1.8101440144e+20,247.958066044
1.8601480148e+20,247.958066044
1.9101520152e+20,247.958066044
1.9601560156e+20,247.958066044
2.010160016e+20,247.958066044
2.0601640164e+20,247.958066044
2.1101680168e+20,247.958066044
2.1601720172e+20,247.958066044
2.2101760176e+20,247.958066044
2.260180018e+20,247.958066044
2.3101840184e+20,247.958066044
2.3601880188e+20,247.958066044
2.4101920192e+20,247.958066044
2.4601960196e+20,247.958066044
2.51020002e+20,247.958066044
2.5602040204e+20,247.958066044
2.6102080208e+20,247.958066044
2.6602120212e+20,247.958066044
2.7102160216e+20,247.958066044
2.760220022e+20,247.958066044
2.8102240224e+20,247.958066044
2.8602280228e+20,247.958066044
2.9102320232e+20,247.958066044
2.9602360236e+20,247.958066044
3.010240024e+20,247.958066044
3.0602440244e+20,247.958066044
3.1102480248e+20,247.958066044
3.1602520252e+20,247.958066044
3.2102560256e+20,247.958066044
3.260260026e+20,247.958066044
3.3102640264e+20,247.958066044
3.3602680268e+20,247.958066044
3.4102720272e+20,247.958066044
3.4602760276e+20,247.958066044
3.510280028e+20,247.958066044
3.5602840284e+20,247.958066044
3.6102880288e+20,247.958066044
3.6602920292e+20,247.958066044
3.7102960296e+20,247.958066044
3.76030003e+20,247.958066044
3.8103040304e+20,247.958066044
3.8603080308e+20,247.958066044
3.9103120312e+20,247.958066044
3.9603160316e+20,247.958066044
4.010320032e+20,247.958066044
4.0603240324e+20,247.958066044
4.1103280328e+20,247.958066044
4.1603320332e+20,247.958066044
4.2103360336e+20,247.958066044
4.260340034e+20,247.958066044
4.3103440344e+20,247.958066044
4.3603480348e+20,247.958066044
4.4103520352e+20,247.958066044
4.4603560356e+20,247.958066044
4.510360036e+20,247.958066044
4.5603640364e+20,247.958066044
4.6103680368e+20,247.958066044
4.6603720372e+20,247.958066044
4.7103760376e+20,247.958066044
4.760380038e+20,247.958066044
4.8103840384e+20,247.958066044
4.8603880388e+20,247.958066044
4.9103920392e+20,247.958066044
4.9603960396e+20,247.958066044
5.01040004e+20,247.958066044
5.0604040404e+20,247.958066044
5.1104080408e+20,247.958066044
5.1604120412e+20,247.958066044
5.2104160416e+20,247.958066044
5.260420042e+20,247.958066044
5.3104240424e+20,247.958066044
5.3604280428e+20,247.958066044
5.4104320432e+20,247.958066044
5.4604360436e+20,247.958066044
5.510440044e+20,247.958066044
5.5604440444e+20,247.958066044
5.6104480448e+20,247.958066044
5.6604520452e+20,247.958066044
5.7104560456e+20,247.958066044
5.760460046e+20,247.958066044
5.8104640464e+20,247.958066044
5.8604680468e+20,247.958066044
5.9104720472e+20,247.958066044
5.9604760476e+20,247.958066044
6.010480048e+20,247.958066044
6.0604840484e+20,247.958066044
6.1104880488e+20,247.958066044
6.1604920492e+20,247.958066044
6.2104960496e+20,247.958066044
6.26050005001e+20,247.958066044
6.31050405041e+20,247.958066044
6.36050805081e+20,247.958066044
6.41051205121e+20,247.958066044
6.46051605161e+20,247.958066044
6.51052005201e+20,247.958066044
6.56052405241e+20,247.958066044
6.61052805281e+20,247.958066044
6.66053205321e+20,247.958066044
6.71053605361e+20,247.958066044
6.76054005401e+20,247.958066044
6.81054405441e+20,247.958066044
6.86054805481e+20,247.958066044
6.91055205521e+20,247.958066044
6.96055605561e+20,247.958066044
7.01056005601e+20,247.958066044
7.06056405641e+20,247.958066044
7.11056805681e+20,247.958066044
7.16057205721e+20,247.958066044
